rank,score,sector,business_name,city,location_detail,address,email,phone,website,instagram,type_style,size,fit_flag,notes,pipeline_stage,next_action,source_file
357,6,Ristorante,Café Ulrich,Vienna,,"St.-Ulrichs-Platz 1, 1070 Wien",hallo@ulrichwien.at,+43 1 9612782,ulrichwien.at,@ulricherichwien,Café / Restaurant / Bar,Indipendente,✅ Sì,Café e bar trendy su piazza pittoresca nel 7. distretto,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
358,6,Ristorante,Erich Café Bar,Vienna,,"Neustiftgasse 27, 1070 Wien",hallo@erichwien.at,+43 1 8906400,erichwien.at,@ulricherichwien,Café / Bar,Indipendente,✅ Sì,"Fratello di Café Ulrich, stessa atmosfera trendy nel 7. distretto",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
359,6,Ristorante,Café Menta,Vienna,,"Radetzkyplatz 4, 1030 Wien",reservierung@cafementa.at,+43 1 9668423,cafementa.at,@cafe_menta,Café / Restaurant,Indipendente,✅ Sì,"Café con design industriale al Radetzkyplatz, atmosfera accogliente",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
360,6,Ristorante,Café Liebling,Vienna,,"Zollergasse 6, 1070 Wien",info@cafeliebling.at,+43 1 9905877,cafeliebling.at,@cafeliebling,Café / Brunch / Mediterranean,Indipendente,✅ Sì,Café brunch mediterraneo nel cuore del 7. distretto,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
361,6,Ristorante,Adlerhof,Vienna,,"Burggasse 51, 1070 Wien",post@adlerhof.wien,+43 1 5224905,adlerhof.wien,@adlerhof_wien,Café / Bistro / Bar,Indipendente,✅ Sì,"Bistro con scale a chiocciola e wallpaper vintage, uno dei più instagrammabili di Vienna",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
362,6,Ristorante,Café Schopenhauer,Vienna,,"Staudgasse 1, 1180 Wien",office@cafeschopenhauer.at,+43 1 4063288,cafeschopenhauer.at,@cafeschopenhauer,Café / Libreria,Indipendente,✅ Sì,"Caffè storico rinnovato con libreria integrata, atmosfera letteraria instagrammabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
363,6,Ristorante,Café Weimar,Vienna,,"Währinger Straße 68, 1090 Wien",service@cafeweimar.at,+43 1 3171206,cafeweimar.at,@cafeweimar,Café / Wiener Kaffeehaus,Indipendente,✅ Sì,"Storico caffè viennese nell'Alsergrund, atmosfera classica fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
364,6,Ristorante,Figar Café,Vienna,,"Kirchengasse 18, 1070 Wien",reservierung@figar.net,+43 1 8909947,figar.net,@figar_vienna,Café / Brunch / Bar,Indipendente,✅ Sì,"Café e bar trendy nel 7. distretto, ottimo per brunch instagrammabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
365,6,Ristorante,Nook Coffee & Vintage,Vienna,,"Altgasse 12, 1130 Wien",studio@nookvienna.com,+43 677 62793396,nookvienna.com,@nookvienna,Specialty Coffee / Vintage,Indipendente,✅ Sì,"Concept store specialty coffee e vintage, molto curato ed estetico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
366,6,Ristorante,MAST Weinbistro,Vienna,,"Porzellangasse 53, 1090 Wien",contact@mast.wine,+43 1 9226679,mast.wine,@mastvienna,Wine Bar / Bistro,Indipendente,✅ Sì,"Weinbistro molto curato nell'Alsergrund, vini naturali e cucina stagionale",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
367,6,Ristorante,Cucina Itameshi,Vienna,,"Praterstraße 70, 1020 Wien",info@cucina-itameshi.at,+43 1 2122575,cucina-itameshi.at,@cucina_itameshi_vienna,Italian-Japanese Fusion,Indipendente,✅ Sì,Concept innovativo italo-giapponese aperto dal team di Mochi nel 2024,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
368,6,Ristorante,Spelunke,Vienna,,"Taborstraße 1, 1020 Wien",ahoi@spelunke.at,+43 1 2124151,spelunke.at,@spelunke_vienna,Restaurant / Bar,Indipendente,✅ Sì,Haubenrestaurant e bar instagrammabile nella Taborstraße,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
369,6,Ristorante,Loca Casual Fine Dining,Vienna,,"Stubenbastei 10, 1010 Wien",office@bettereatbetter.com,+43 1 5121172,bettereatbetter.com,@loca.casualfinedining,Modern Austrian / Fine Casual,Indipendente,✅ Sì,"Fine dining informale nel centro con cucina moderna, arredamento ricercato",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
370,6,Ristorante,Rosebar Centrala,Vienna,,"Rauscherstraße 5, 1200 Wien",hello@centrala.at,+43 664 1266056,centrala.at,@rosebar.centrala,Modern European,Indipendente,✅ Sì,"Nuovo ristorante con influenze dell'Europa orientale, aperto nel 2024",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
371,6,Ristorante,Labstelle,Vienna,,"Lugeck 6, 1010 Wien",hello@labstelle.at,+43 1 2362122,labstelle.at,@labstelle,Modern Viennese,Indipendente,✅ Sì,"Cucina viennese senza fronzoli, selezione di vini naturali",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
372,6,Ristorante,Momoya,Vienna,,"Börsegasse 3, 1010 Wien",info@momoya.at,+43 1 5350392,momoya.at,@restaurant_momoya,Japanese / Sushi,Indipendente,✅ Sì,"Ristorante giapponese nel centro, cucina raffinata e ambiente elegante",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
373,6,Ristorante,Nihonbashi,Vienna,,"Kärntner Straße 44, 1010 Wien",reservation@nihonbashi.at,+43 1 8907856,nihonbashi.at,@nihonbashi.wien,Japanese Fine Dining,Indipendente,✅ Sì,"Ristorante giapponese fine dining sulla Kärntner Straße, molto elegante",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
374,6,Ristorante,Shiki Brasserie & Bar,Vienna,,"Krugerstraße 3, 1010 Wien",info@shiki.at,+43 1 5127397,shiki.at,@shikivienna,Japanese / Fine Dining,Indipendente,✅ Sì,"Cucina giapponese e brasserie nel centro, design moderno instagrammabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
375,6,Ristorante,Ganko Yakiniku,Vienna,,"Seilerstätte 2, 1010 Wien",ganko.yakiniku@gmail.com,+43 677 63096355,,@ganko_wien,Japanese BBQ,Indipendente,✅ Sì,"Yakiniku (BBQ giapponese al tavolo) nel centro, unico nel suo genere",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
376,6,Ristorante,Hollerei,Vienna,,"Hollergasse 9, 1150 Wien",info@hollerei.at,+43 1 8923356,hollerei.at,@diehollerei,Vegetarian / Art Gallery,Indipendente,✅ Sì,"Ristorante vegetariano e galleria d'arte dal 1999, concept unico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
377,6,Ristorante,Limón Rooftop,Vienna,,"Schubertring 10-12 (Grand Ferdinand), 1010 Wien",restaurant@cucinalimon.com,+43 1 90211,cucinalimon.com,@cucinalimon,Mediterranean / Rooftop,Indipendente,✅ Sì,"Nuovo rooftop mediterraneo al Grand Ferdinand, aperto 2024, molto fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
378,6,Ristorante,Glacis Beisl,Vienna,,"Breite Gasse 4 (MuseumsQuartier), 1070 Wien",mail@glacisbeisl.at,+43 1 5265660,glacisbeisl.at,@glacis_beisl,Viennese / Natural Wine,Indipendente,✅ Sì,"Uno dei giardini più belli di Vienna nel MuseumsQuartier, vini naturali",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
379,6,Ristorante,Amerlingbeisl,Vienna,,"Stiftgasse 8, 1070 Wien",office@amerlingbeisl.at,+43 1 5261660,amerlingbeisl.at,@amerlingbeisl,Viennese Bistro / Garden,Indipendente,✅ Sì,"Bistrot viennese con cortile romantico nello Spittelberg, molto fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
380,6,Ristorante,Witwe Bolte,Vienna,,"Gutenberggasse 13, 1070 Wien",info@witwebolte.at,+43 1 5231450,witwebolte.at,@witwebolte1070,Traditional Austrian,Indipendente,✅ Sì,"Gasthaus tradizionale nello Spittelberg, atmosfera accogliente",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
381,6,Ristorante,Gmoakeller,Vienna,,"Am Heumarkt 25, 1030 Wien",reservierung@gmoakeller.at,+43 1 7125310,gmoakeller.at,@gmoakeller_wien,Traditional Viennese,Indipendente,✅ Sì,"Wirtshaus viennese dal 1858, atmosfera autentica e molto fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
382,6,Ristorante,Gasthaus Pöschl,Vienna,,"Weihburggasse 17, 1010 Wien",andrea.poeschl@aon.at,+43 1 5135288,gaststättenpöschl.com,@gasthaus.poeschl,Traditional Austrian,Indipendente,✅ Sì,"Gasthaus tradizionale nel centro, cucina austriaca classica",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
383,6,Ristorante,Huth Gastwirtschaft,Vienna,,"Schellinggasse 5, 1010 Wien",tisch@zum-huth.at,+43 1 5135644,zum-huth.at,@huth_gastwirtschaft,Austrian Gasthaus,Indipendente,✅ Sì,"Gastwirtschaft come dai libri di fiabe, cucina austriaca autentica",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
384,6,Ristorante,Restaurant Wetter,Vienna,,"Yppenplatz 11, 1160 Wien",info@restaurantwetter.net,+43 1 4060775,restaurantwetter.net,@restaurantwetterwien,Mediterranean Italian,Indipendente,✅ Sì,Ristorante mediterraneo-italiano sull'Yppenplatz nel quartiere hipster,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
385,6,Ristorante,Café Sperl,Vienna,,"Gumpendorferstraße 11, 1060 Wien",melange@cafesperl.at,+43 1 5864158,cafesperl.at,@cafesperl,Traditional Viennese Café,Indipendente,✅ Sì,"Uno dei più bei Kaffeehäuser di Vienna dal 1880, splendidamente fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
386,6,Ristorante,Café Schwarzenberg,Vienna,,"Kärntner Ring 17, 1010 Wien",office@cafe-schwarzenberg.at,+43 1 5128998,cafe-schwarzenberg.at,@cafeschwarzenberg,Grand Viennese Café,Indipendente,✅ Sì,Elegante caffè sulla Ringstraße con interni storici instagrammabili,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
387,6,Ristorante,Palmenhaus Brasserie,Vienna,,"Burggarten, 1010 Wien",office@palmenhaus.at,+43 1 5331033,palmenhaus.at,@palmenhausbrasserie,Café / Brasserie / Bar,Indipendente,✅ Sì,"Brasserie in una splendida serra storica nel Burggarten, molto instagrammabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
388,6,Ristorante,Café Korb,Vienna,,"Brandstätte 9, 1010 Wien",cafe@cafekorb.at,+43 1 5337215,cafekorb.at,@cafekorb,Traditional Viennese Café,Indipendente,✅ Sì,Kaffeehaus storico nel centro con atmosfera artistica,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
389,6,Ristorante,Café Frauenhuber,Vienna,,"Himmelpfortgasse 6, 1010 Wien",office@cafefrauenhuber.at,+43 1 5125353,cafefrauenhuber.at,@cafefrauenhuber,Traditional Viennese Café,Indipendente,✅ Sì,"Il più antico caffè di Vienna (1824), interni d'epoca molto fotografabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
390,6,Ristorante,Café Rüdigerhof,Vienna,,"Hamburger Straße 20, 1050 Wien",office@caferuedigerhof.at,+43 1 5863138,caferüdigerhof.com,@caferuedigerhof,Traditional Viennese Café,Indipendente,✅ Sì,"Storico caffè con terrazza estiva, atmosfera Biedermeier instagrammabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
391,6,Ristorante,Café Wortner,Vienna,,"Wiedner Hauptstraße 55, 1040 Wien",office@wortner.at,+43 1 9458683,wortner.at,@cafewortner,Traditional Viennese Café,Indipendente,✅ Sì,"Kaffeehaus storico, interni originali Art Nouveau instagrammabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
392,6,Ristorante,Motto am Fluss,Vienna,,"Franz-Josefs-Kai 2, 1010 Wien",office@mottoamfluss.at,+43 1 2525510,mottoamfluss.at,@mottoamfluss,Restaurant / Café / Bar,Indipendente,✅ Sì,"Caffè e ristorante su una barca ancorata sul Danubio, originalissimo",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
393,6,Ristorante,Café 7Stern,Vienna,,"Siebensterngasse 31, 1070 Wien",kulturcafe@7stern.net,+43 699 15236157,7stern.net,@cafe7stern,Café / Cultural Center,Indipendente,✅ Sì,"Centro culturale e caffè con giardino, eventi e atmosfera alternativa",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
394,6,Ristorante,Café Halle MQ,Vienna,,"Museumsplatz 1, 1070 Wien",office@diehalle.at,+43 1 5225327,diehalle.at,@halleeg_im_mq,Café / Restaurant,Indipendente,✅ Sì,"Caffè nel MuseumsQuartier, ottima terrazza estiva fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
395,6,Ristorante,Café Leopold MQ,Vienna,,"Museumsplatz 1, 1070 Wien",reservierung@cafeleopold.wien,+43 1 5222391,cafeleopold.wien,@cafe_leopold,Café / Restaurant / Bar,Indipendente,✅ Sì,"Mix di caffè, ristorante e bar nel Leopold Museum",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
396,6,Ristorante,Lingenhel,Vienna,,"Landstraßer Hauptstraße 74, 1030 Wien",office@lingenhel.com,+43 1 7101566,lingenhel.com,@j.lingenhel,Delicatessen / Wine Bar / Restaurant,Indipendente,✅ Sì,"Ristorante, vineria, gastronomia e primo caseificio urbano di Vienna, concept unico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
397,6,Ristorante,Freiraum,Vienna,,"Mariahilfer Straße 117, 1060 Wien",info@freiraum117.at,+43 1 5969600,freiraum117.at,@freiraumwien,Restaurant / Café / Bar,Indipendente,✅ Sì,Ristorante trendy sulla Mariahilfer Straße con torrefazione propria,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
398,6,Tattoo studio,Art Corpus Tattoo,Lyon,Presqu'île,"8 rue Mercière, 69002 Lyon",contact@artcorpus-tattoo.fr,+33 4 78 37 02 20,artcorpus-tattoo.fr,@artcorpus_tattoo,Various/Neo-trad,Grande,✅ Sì,"Studio storico di Lyon, molto conosciuto",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Lyon.xlsx
399,6,Tattoo studio,Tin-Tin Tatouages,Paris,4e,"32 rue de Rivoli, 75004",contact@tin-tin.fr,+33 1 42 72 06 25,tin-tin.fr,@tintin_tatouages,Traditional,Grande,✅ Sì,"Storico studio iconico, very instagrammable",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Paris.xlsx
400,6,Tattoo studio,Bleu Noir,Paris,11e,"2 rue Keller, 75011",contact@bleu-noir.com,+33 1 43 55 08 08,bleu-noir.com,@bleunoir,Blackwork/Fine Line,Grande,✅ Sì,"Galleria+studio, molto fotogenico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Paris.xlsx
401,5,Ristorante,Cà Phê Lalot,Vienna,,"Wipplingerstraße 25, 1010 Wien",hello@caphelalot.com,,caphelalot.com,@caphe.lalot,Café / Asian Fusion,Indipendente,✅ Sì,"Caffè diurno con focus asiatico, piatti creativi, solo walk-in",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
402,5,Ristorante,Heunisch & Erben,Vienna,,"Landstraßer Hauptstraße 17, 1030 Wien",erben@heunisch.at,+43 1 2868563,heunisch.at,,Wine Bar / Restaurant,Indipendente,✅ Sì,Enoteca e ristorante con 100+ vini al calice nel 3. distretto,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
403,5,Ristorante,Café Kandl,Vienna,,"Kandlgasse 12, 1070 Wien",tisch@cafekandl.at,+43 1 8908938,cafekandl.at,,Wine Bar / Café,Indipendente,✅ Sì,"Una delle destinazioni wine più eccitanti di Vienna, atmosfera bohémien",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
404,5,Ristorante,Rinkhy Delicatessen Bar,Vienna,,"Zieglergasse 29, 1070 Wien",info@rinkhy.com,+43 1 9478798,rinkhy.com,,Tapas / Seafood / Bar,Indipendente,✅ Sì,"Bar di delicatessen con ostriche, tapas e ambiente energico nel 7. distretto",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
405,5,Ristorante,Bruder Küche & Bar,Vienna,,"Windmühlgasse 20, 1060 Wien",tisch@bruder.xyz,+43 664 1351320,bruder.xyz,,New Nordic / Natural Wine,Indipendente,✅ Sì,"Cucina fermentata e vini naturali, muro di vasi fermentati come arredo",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
406,5,Ristorante,Weimarck,Vienna,,"Rechte Wienzeile 15, 1040 Wien",office@weimarck.at,+43 1 5874709,weimarck.at,,Modern Austrian / Organic,Indipendente,✅ Sì,Ristorante stagionale biologico vicino al Naschmarkt,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
407,5,Ristorante,Chez Bernard Rooftop,Vienna,,"Hotel MOTTO, Schönbrunner Str. 30, 1050 Wien",restaurant@chezbernard.at,+43 1 5814600,chezbernard.at,,Rooftop / Restaurant & Bar,Indipendente,✅ Sì,"Rooftop all'8° piano dell'Hotel MOTTO, una delle terrazze più instagrammabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
408,5,Ristorante,Bohème,Vienna,,"Spittelberggasse 19, 1070 Wien",tisch@boheme.at,+43 699 16141922,boheme.at,,Viennese / Austrian,Indipendente,✅ Sì,Ristorante sulla pittoresca Spittelberggasse,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Vienna.xlsx
409,5,Tattoo studio,Black Market Tattoo,Bordeaux,Saint-Pierre,"12 rue des Remparts, 33000",blackmarket.bordeaux@gmail.com,,,@blackmarket_bdx,Blackwork,Media,✅ Sì,Blackwork di punta a Bordeaux,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
410,5,Tattoo studio,La Fonderie Tattoo,Bordeaux,Bacalan,"3 quai de Bacalan, 33300",lafonderie.tattoo@gmail.com,,,@lafonderie_tattoo,Neo-traditional,Media,✅ Sì,"Spazio industriale iconico, molto fotogenico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
411,5,Tattoo studio,Wild Roots Tattoo,Bordeaux,Chartrons,"22 rue Notre-Dame, 33000",wildroots.bordeaux@gmail.com,,,@wildroots_bordeaux,Botanical/Fine Ln,Piccola,✅ Sì,"Fine line botanico, zona Chartrons trendy",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
412,5,Tattoo studio,Ink Bordeaux,Bordeaux,Chartrons,"8 rue du Palais-Gallien, 33000",ink.bordeaux@gmail.com,,,@ink_bordeaux,Fine Line,Media,✅ Sì,"Fine line moderno, clientela giovane",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
413,5,Tattoo studio,Dark Ink Bordeaux,Bordeaux,Saint-Michel,"15 rue des Faures, 33800",darkink.bordeaux@gmail.com,,,@darkink_bordeaux,Dark Art,Piccola,✅ Sì,"Dark art/blackwork, zona alternativa",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
414,5,Tattoo studio,The Black Rose BDX,Bordeaux,Victoire,"5 place de la Victoire, 33000",theblackrose.bdx@gmail.com,,,@blackrose_bdx,Blackwork/Neo-trad,Piccola,✅ Sì,"Zona universitaria, clientela giovane",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Tattoo_Bordeaux.xlsx
